Popis,,"Stav zásoby","Cena bez DPH","Cena s DPH",,,Zkratka
"FRB 12,5/150",,0,"186,9","226,15",,,LOŽISKO
"FRB 9,5/100",,0,"121,2","146,65",,,LOŽISKO
"G BABSL 72 NBR 902 SI",,0,"153,2","185,37",,,LOŽISKO
"G 10-24-7 BAUMX",,0,216,"261,36",,,LOŽISKO
"G 110-130-12 BAUMSL",,0,"892,8","1080,29",,,LOŽISKO
"G 20-35-7 BAUMSL",,0,"282,2","341,46",,,LOŽISKO
"G 22-28-4                   INA",,0,"62,6","75,75",,,LOŽISKO
"G 40-60-10 BAUM",,0,360,"435,6",,,GUFERO
"GE 25 FW     INA",,0,638,"771,98",,,"GEH 25 C    SKF"
"GEH 25 C    SKF",,0,"701,9","849,3",,,"GEH 25 C    SKF"
"GSH 25 2RSR-B",,0,853,"1032,13",,,LOŽISKO
"H 211                      SKF",,0,"145,7","176,3",,,LOŽISKO
"H 213                      SKF",,0,"182,4","220,7",,,LOŽISKO
"H 2311                      SKF",,0,"763,1","923,35",,,LOŽISKO
"H 2318                        SKF",,0,"2438,2","2950,22",,,LOŽISKO
"H 3122                        SKF",,0,"2438,2","2950,22",,,LOŽISKO
"H 313                      SKF",,0,"763,1","923,35",,,LOŽISKO
"HF 1216                  INA",,0,204,"246,84",,,"Ložisko jehlové"
"HFL 2530                  INA",,0,822,"994,62",,,"Ložisko jehlové"
"HK   24-30-7,5",,0,"124,1","150,16",,,LOŽISKO
"HK 0709                    TIMKEN",,2,"58,6","70,91",,,LOŽISKO
"HK 0808     SKF",,7,"79,7","96,44",,,LOŽISKO
"HK 0808     TIMKEN",,2,"57,9","70,06",,,LOŽISKO
"HK 0810  SKF",,0,"71,8","86,88",,,LOŽISKO
"HK 0815 (TA 815 Z )  IKO",,4,"98,2","118,82",,,LOŽISKO
"HK 0910 (TLA910)     IKO",,2,"90,6","109,63",,,LOŽISKO
"HK 1010  SKF",,2,90,"108,9",,,LOŽISKO
"HK 1012  IKO (TLA)",,3,90,"108,9",,,LOŽISKO
"HK 1015  INA",,1,77,"93,17",,,LOŽISKO
"HK 1210      TIMKEN",,2,"67,1","81,19",,,LOŽISKO
"HK 1512   KOYO-TIMKEN",,3,"74,4","90,02",,,LOŽISKO
"HK 1616 2RS  SKF",,0,"138,1","167,1",,,LOŽISKO
"HK 2012   INA",,0,"91,3","110,47",,,LOŽISKO
"HK 2012   SKF",,0,"124,1","150,16",,,LOŽISKO
"HK 2016            TIMKEN",,2,"124,1","150,16",,,LOŽISKO
"HK 2216            TIMKEN",,4,"71,8","86,88",,,LOŽISKO
"HK 2520      INA",,0,"124,1","150,16",,,LOŽISKO
"HK 2816",,0,"101,8","123,18",,,LOŽISKO
"HK 3016",,0,"124,1","150,16",,,LOŽISKO
"HK 3516  SKF",,0,"124,1","150,16",,,LOŽISKO
"HK 3518 INA",,0,"124,1","150,16",,,LOŽISKO
"HK 3518 RS KOYO-TIM",,3,176,"212,96",,,LOŽISKO
"HK 3520   INA",,2,"133,4","161,41",,,LOŽISKO
"HK 5520",,0,"375,2","453,99",,,LOŽISKO
"HM 88547                 TIM",,0,"851,3","1030,07",,,LOŽISKO
"HM 88649/88610                 TIM",,0,"625,3","756,61",,,LOŽISKO
"HMK 2520",,4,1269,"1535,49",,,LOŽISKO
"HM803146/803110 TIM",,0,1269,"1535,49",,,LOŽISKO
"IR 35x40x20                TOOR",,0,162,"196,02",,,LOŽISKO
"IR 8x12x10,5",,0,"117,4","142,05",,,LOŽISKO
"J 1010                  TIM  USA",,0,"267,8","324,04",,,LOŽISKO
"JL 69349/310/Q",,0,410,"496,1",,,LOŽISKO
"JL 819349/819310- 70SH  TIM",,0,"2122,8","2568,59",,,LOŽISKO
"JLM 104948   AA   SKF",,0,"904,8","1094,81",,,LOŽISKO
"JLM 104948/910        TIM",,0,"904,8","1094,81",,,LOŽISKO
"JLM 506849/810           TIMKEN",,0,"1457,8","1763,94",,,LOŽISKO
"JLM 714149/714110     TIM",,0,"2276,4","2754,44",,,LOŽISKO
"JL69349/310JL TIMKEN",,0,"393,6","476,26",,,LOŽISKO
"JM 205149/205110      TIM",,2,"1885,3","2281,21",,,LOŽISKO
"JM822010     TIMKEN",,0,"1554,7","1881,19",,,LOŽISKO
"JM822049     TIMKEN",,0,"2812,2","3402,76",,,LOŽISKO
"K 10-16-12        TIM",,1,"89,6","108,42",,,LOŽISKO
"K 12x17x10               IKO",,0,91,"110,11",,,LOŽISKO
"K 12-1613",,0,89,"107,69",,,LOŽISKO
"K 14-18-10",,0,"87,7","106,12",,,LOŽISKO
"K 15x19x13               SKF",,1,"104,8","126,81",,,LOŽISKO
"K 17x21x13               INA",,2,"104,8","126,81",,,LOŽISKO
"K 20x26x12",,4,"115,2","139,39",,,LOŽISKO
"K 22x28x17",,2,"87,7","106,12",,,LOŽISKO
"K 25x29x13   Koyo",,3,87,"105,27",,,LOŽISKO
"K 25x30x13   Koyo",,4,"179,2","216,83",,,LOŽISKO
"K 30x35x27               SKF",,0,"208,8","252,65",,,LOŽISKO
"K 60x68x20               INA",,0,"366,8","443,83",,,LOŽISKO
"K 80-88-55                 INA",,0,"1700,9","2058,09",,,LOŽISKO
"K 81120                  INA/SKF",,0,"1700,9","2058,09",,,LOŽISKO
"KB40-PP   INA",,0,"1965,1","2377,77",,,LOŽISKO
"KT 455320",,1,"278,9","337,47",,,LOŽISKO
"K40x45x17   IKO",,0,"230,8","279,27",,,LOŽISKO
"L 17                              NSK",,0,592,"716,32",,,LOŽISKO
"LB 3201 B-2RSRSTNG      NSK",,0,"743,7","899,88",,,LOŽISKO
"LBAS 30-2LS              SKF",,7,"306,6","370,99",,,LOŽISKO
"LM 1002949/LM102910",,0,498,"602,58",,,LOŽISKO
"LM 11749/710/QVC027   SKF",,0,"381,1","461,13",,,LOŽISKO
"LM 12749/711/Q       SKF",,0,"359,9","435,48",,,LOŽISKO
"LM 48286/48220       TIM",,0,6642,"8036,82",,,LOŽISKO
"LM 603049/014         TIM",,0,1029,"1245,09",,,LOŽISKO
"LM 67390/67322       TIM",,0,"6841,2","8277,85",,,LOŽISKO
"LR 200 2RSR-HLW        INA",,0,"372,3","450,48",,,LOŽISKO
"LRT 506040",,0,"372,3","450,48",,,LOŽISKO
"M 12649/12610        SKF",,0,"558,1","675,3",,,LOŽISKO
"M 85-105-12",,0,"100,7","121,85",,,LOŽISKO
"M 86649/86610        TIM",,0,"555,7","672,4",,,LOŽISKO
"M 88010                    TIM",,0,"224,1","271,16",,,LOŽISKO
"M 88043/M88010   TIMKEN",,0,666,"805,86",,,LOŽISKO
"M 88048                    TIM",,0,"510,7","617,95",,,LOŽISKO
"MJT 1 1/8 M    RHP",,0,"1957,9","2369,06",,,LOŽISKO
"MR 105  ZZ  EZO           Japan",,0,"78,3","94,74",,,LOŽISKO
"MR 106  ZZ  EZO           Japan",,0,"77,1","93,29",,,LOŽISKO
"MR 126  ZZ  EZO           Japan",,0,"89,4","108,17",,,LOŽISKO
"MR 148  ZZ  EZO           Japan",,6,113,"136,73",,,LOŽISKO
"MR 52  ZZ                EZO",,0,"115,6","139,88",,,LOŽISKO
"MR 63  ZZ                EZO",,0,"119,1","144,11",,,LOŽISKO
"MR 74  ZZ                EZO",,0,"105,1","127,17",,,LOŽISKO
"MR 83  ZZ                EZO",,0,"107,5","130,08",,,LOŽISKO
"MR 84  ZZ                EZO",,0,"88,8","107,45",,,LOŽISKO
"MR 95  ZZ                EZO",,2,"88,8","107,45",,,LOŽISKO
"N 211-E-TVP-C3                      FAG",,0,"2365,2","2861,89",,,LOŽISKO
"NA 4902",,0,"302,1","365,54",,,LOŽISKO
"NA 4905   18 jehel",,2,"384,3",465,,,LOŽISKO
"NA 4909",,0,"350,2","423,74",,,LOŽISKO
"NA 4911               SKF",,0,"350,2","423,74",,,LOŽISKO
"NA 4916 V",,0,2000,2420,,,LOŽISKO
"NA 6904              SKF",,0,"350,2","423,74",,,LOŽISKO
"NATR 8 PP               SKF",,0,"350,2","423,74",,,LOŽISKO
"NF 208                      NSK",,0,"1175,6","1422,48",,,LOŽISKO
"NF 5306 NV       AUTO",,0,1095,"1324,95",,,LOŽISKO
"NJ 207 ECP               SKF",,0,"1027,8","1243,64",,,LOŽISKO
"NJ 210 ECP               SKF",,0,"1509,7","1826,74",,,LOŽISKO
"NJ 211 ECP/C3          SKF",,0,1698,"2054,58",,,Ložisko
"NJ 2207 ECP       SKF",,0,1206,"1459,26",,,LOŽISKO
"NJ 2207 ECP/C3         SKF",,0,"1511,1","1828,43",,,LOŽISKO
"NJ 305  SKF",,1,"905,2","1095,29",,,LOŽISKO
"NJ 307 ECP               NTN",,0,"906,1","1096,38",,,LOŽISKO
"NK 1012           TORR",,0,"156,9","189,85",,,LOŽISKO
"NK 15/16                  SKF",,3,"189,6","229,42",,,LOŽISKO
"NK 16/16 (TAF24/16)                IKO",,2,"251,9","304,8",,,LOŽISKO
"NK 16/20                  SKF",,0,"253,8","307,1",,,LOŽISKO
"NK 17/20   IKO",,0,"317,3","383,93",,,LOŽISKO
"NK 24/16    IKO",,0,"317,3","383,93",,,LOŽISKO
"NK 24/16 (TAF 243216)  IKO",,1,"250,4","302,98",,,LOŽISKO
"NK 24/20              INA            24x32x20",,5,110,"133,1",,,LOŽISKO
"NK 29/30 (TAF293830)    IKO",,0,"388,4","469,96",,,LOŽISKO
"NK 30/30 A                Timken",,0,"353,1","427,25",,,LOŽISKO
"NK 35/30            IKO",,0,"353,1","427,25",,,LOŽISKO
"NK 45/20                    INA",,0,"494,2","597,98",,,LOŽISKO
"NK 5035                      INA",,0,665,"804,65",,,LOŽISKO
"NK 50/35                FAG",,2,622,"752,62",,,LOŽISKO
"NK 5/10                   SKF",,0,"165,9","200,74",,,LOŽISKO
"NK 7/12 TN              SKF",,0,230,"278,3",,,Ložisko
"NK 8/12                  SKF",,0,"194,3","235,1",,,LOŽISKO
"NK 8/12 TN              SKF",,0,"172,3","208,48",,,Ložisko
"NKI  28/20                JAPAN",,0,"431,1","521,63",,,LOŽISKO
"NKI 10/16 A (NKJ)    TIM",,0,"264,1","319,56",,,LOŽISKO
"NKI 15/16                  SKF",,0,"284,9","344,73",,,LOŽISKO
"NKI 17/20 A (NKJ)",,0,"336,8","407,53",,,LOŽISKO
"NKI 40/30                 INA",,0,511,"618,31",,,LOŽISKO
"NKI 9/12",,0,"242,9","293,91",,,LOŽISKO
"NKIA 5911               INA",,0,"3095,2","3745,19",,,LOŽISKO
"NMF 5009 ADA-2LSV         SKF",,0,"6340,3","7671,76",,,LOŽISKO
"NNF 5010 ADB-2LSV              SKF",,0,3650,"4416,5",,,LOŽISKO
"NU 1008 MP    SKF",,0,"518,1","626,9",,,LOŽISKO
"NU 204 ECP              SKF",,0,"518,1","626,9",,,LOŽISKO
"NU 205 ECP              SKF",,0,"583,9","706,52",,,LOŽISKO
"NU 207 ECP              SKF",,0,876,"1059,96",,,LOŽISKO
"NU 208 ECP              SKF",,0,"918,3","1111,14",,,LOŽISKO
"NU 217 ECP/C3       SKF",,0,"3163,9","3828,32",,,LOŽISKO
"NU 218 ECP              SKF",,0,"3464,6","4192,17",,,LOŽISKO
"NU 220 ECML/C3",,0,"10690,1","12935,02",,,LOŽISKO
"NU 2211 ECP            SKF",,0,"2043,3","2472,39",,,LOŽISKO
"NU 2212 ECP             SKF",,0,"2346,8","2839,63",,,LOŽISKO
"NU 2213 ECP/C3       SKF",,3,"2963,1","3585,35",,,LOŽISKO
"NU 2312",,0,"1214,2","1469,18",,,LOŽISKO
"NU 304             SKF",,1,"766,5","927,47",,,LOŽISKO
"NUP 206 ECP            SKF",,0,"1214,2","1469,18",,,LOŽISKO
"NUP 207                   FAG",,0,876,"1059,96",,,LOŽISKO
"NUP 2213 ET C3         NSK",,0,"2632,7","3185,57",,,LOŽISKO
"NUP 2213 ETV             FAG",,0,"2433,8","2944,9",,,LOŽISKO
"NUP 2310 ECP          SKF",,0,3276,"3963,96",,,LOŽISKO
"NUP 308 ECP           SKF",,0,0,0,,,LOŽISKO
"NUP 313  ECP            SKF",,0,"2613,4","3162,21",,,LOŽISKO
"NUTR 25 X",,0,"1191,4","1441,59",,,LOŽISKO
"PGE 12    FLT",,0,"87,7","106,12",,,LOŽISKO
"PWM 404830 pouzdro kluzné vinuté vlákno   SKF",,0,"72,1","87,24",,,
"PWM 505840 pouzdro kluzné vinuté vlákno   SKF",,0,"72,1","87,24",,,
"PWM 657540 pouzdro kluzné vinuté vlákno   SKF",,0,"72,1","87,24",,,
"QJ 206 MPA               FAG",,0,"1673,3","2024,69",,,LOŽISKO
"RA 012 RRB + COL",,0,836,"1011,56",,,LOŽISKO
"RAX 735",,0,836,"1011,56",,,LOŽISKO
"RC  162110              NSK",,0,"484,2","585,88",,,Ložisko
"RMS 11            JAP",,0,"1090,6","1319,63",,,Ložisko
"RMS 14            JAP",,0,"1619,8","1959,96",,,Ložisko
"RMS 9            JAP",,0,"778,4","941,86",,,Ložisko
"RNA FW 607840",,0,"787,8","953,24",,,LOŽISKO
"RNA 4910                 SKF",,0,"787,8","953,24",,,LOŽISKO
"RNA 6901              IKO",,1,"787,8","953,24",,,LOŽISKO
"RNA 69/28                   IKO",,0,"787,8","953,24",,,LOŽISKO
"RNAO 25x35x26         INA",,1,"408,8","494,65",,,LOŽISKO
"SC03A39-CS20         NTN        17x42x13",,1,441,"533,61",,,"LOŽISKO     17x42x13"
"SC8A37LLH1 PX         NTN",,0,275,"332,75",,,LOŽISKO
"ss 6001 2RSH   nerez               EZO",,0,370,"447,7",,,LOŽISKO
"S-R 1212 2Z            JAP",,1,301,"364,21",,,Ložisko
"TA 2015                    IKO",,0,"98,6","119,31",,,LOŽISKO
"TSN 513 L                 SKF",,0,"290,5","351,51",,,Těsnění
"TSN 516 L                 SKF",,0,"290,5","351,51",,,Těsnění
"TSN 518 L                 SKF",,0,"842,4","1019,3",,,Těsnění
"TSN 520 L                 SKF",,0,"722,7","874,47",,,Těsnění
"val 5,5-5,5  AS 1730",,0,"12,4",15,,,Ložisko
"Val. 3,9x9,9",,50,9,"10,89",,,"Val. 3,9x9,9"
"VKBA 529 SKF",,0,403,"487,63",,,LOŽISKO
"W 6001 2RSH   nerez               SKF",,0,"392,7","475,17",,,LOŽISKO
"W 608  2RS  nerez                 SKF",,0,396,"479,16",,,"608  2RS  nerez"
"YAR 204 2F  (UC204)        SKF",,2,403,"487,63",,,LOŽISKO
"YAR 205 2F  (UC205)        SKF",,8,"417,6","505,3",,,LOŽISKO
"YAR 206  2F  (UC206)        SKF",,6,"565,2","683,89",,,Dom.ložisko
"YAR 207 2F   (UC207)       SKF",,2,"654,6","792,07",,,LOŽISKO
"YAR 208 2F   (UC208)       SKF",,2,"782,7","947,07",,,LOŽISKO
"YAR 209 2F        SKF",,0,"582,1","704,34",,,LOŽISKO
"YAR 210-2F   (UC210)       SKF",,0,1037,"1254,77",,,LOŽISKO
"YAR 214              SKF",,0,"3044,1","3683,36",,,LOŽISKO
"YEL 205 - 2F               SKF",,4,"576,2","697,2",,,LOŽISKO
"YEL 206 - 2F               SKF",,4,734,"888,14",,,LOŽISKO
"YEL 207 - 2F               SKF",,1,"843,8",1021,,,LOŽISKO
"YEL 208 - 2F               SKF",,4,"1050,52","1271,2",,,LOŽISKO
"YEL 209-2F               SKF",,4,"1027,5","1243,28",,,LOŽISKO
"YEL 210 - 2F               SKF",,2,"1161,3","1405,17",,,LOŽISKO
"YET 203/15                SKF",,2,330,"399,3",,,LOŽISKO
"YET 204                     SKF",,3,"435,3","526,71",,,LOŽISKO
"YET 205                     SKF",,4,"563,6","681,96",,,LOŽISKO
"YET 206                     SKF",,7,"563,6","681,96",,,LOŽISKO
"YET 206-102                     SKF",,0,"582,5","704,83",,,LOŽISKO
"YET 207                     SKF",,3,"675,5","817,36",,,LOŽISKO
"YET 208                    SKF",,4,"832,2","1006,96",,,LOŽISKO
"YET 209                   SKF",,0,"973,8","1178,3",,,LOŽISKO
"YET 210                   SKF",,5,"1175,8","1422,72",,,LOŽISKO
"YET 211-200             SKF",,0,1395,"1687,95",,,LOŽISKO
"YET 211-203             SKF",,0,1250,"1512,5",,,LOŽISKO
"ZKLF 2575 2RS R6",,0,"12592,5","15236,93",,,LOŽISKO
"0562/05175             Timken",,0,820,"992,2",,,LOŽISKO
"062-090-10 BAUM5x7  75FPM585  Simirit",,0,"379,6","459,32",,,LOŽISKO
"09067/09195             TIM",,2,600,726,,,Ložisko
"09074/09196        TIMKEN",,0,0,0,,,LOŽISKO
"11208        NSK",,0,"1412,8","1709,49",,,LOŽISKO
"114-728 2RSR",,0,"905,2","1095,29",,,LOŽISKO
"1206                NSK",,0,"390,1","472,02",,,LOŽISKO
"1206 ETN9                SKF",,0,"489,1","591,81",,,LOŽISKO
"1210 K TNG      NSK",,0,"699,2","846,03",,,LOŽISKO
"1213 K      SKF",,0,"1644,5","1989,85",,,LOŽISKO
"1301   ETN9      SKF",,0,"915,9","1108,24",,,LOŽISKO
"1307       SKF",,0,"1009,8","1221,86",,,LOŽISKO
"1307   EKTN9      SKF",,0,"915,9","1108,24",,,LOŽISKO
"1309 ETN9         SKF",,0,"1779,7","2153,44",,,"1309 ETN9/C3"
"1309 ETN9/C3         SKF",,0,"1779,7","2153,44",,,"1309 ETN9/C3"
"1310   ETN9      SKF",,0,"1987,2","2404,51",,,LOŽISKO
"14131/14276            Timken",,0,"1072,3","1297,48",,,LOŽISKO
"15123/15245             TIM",,2,478,"578,38",,,Ložisko
"15267 2RS     KOYO",,0,"276,3","334,32",,,Ložisko
"16003 2Z         SKF",,0,"186,9","226,15",,,LOŽISKO
"16004               SKF",,1,"208,7","252,53",,,LOŽISKO
"16004 2 Z                        FAG",,0,"151,1","182,83",,,LOŽISKO
"16005                             SKF",,0,"109,8","132,86",,,LOŽISKO
"16005 2Z                   FAG",,0,250,"302,5",,,LOŽISKO
16006,,2,"291,6","352,84",,,LOŽISKO
"16006 2Z",,0,"182,3","220,58",,,LOŽISKO
"16009               SKF",,3,430,"520,3",,,LOŽISKO
"16011   2RS               SKF",,0,"932,9","1128,81",,,LOŽISKO
"16017                        FAG",,0,1168,"1413,28",,,LOŽISKO
"16017                        SKF",,0,1250,"1512,5",,,LOŽISKO
"16024                        FAG",,0,1533,"1854,93",,,LOŽISKO
"16024                        SKF",,0,2205,"2668,05",,,LOŽISKO
"16028                        FAG",,1,"2820,9","3413,29",,,LOŽISKO
"16028                        SKF",,0,2948,"3567,08",,,LOŽISKO
"16100        NSK",,0,"155,7","188,4",,,LOŽISKO
"16100 2Z        SKF",,0,270,"326,7",,,LOŽISKO
16101-2RS,,0,"205,8","249,02",,,LOŽISKO
16101-2Z,,0,"234,1","283,26",,,LOŽISKO
"1729           Timken",,0,"261,1","315,93",,,LOŽISKO
"1779            Timken",,0,"594,9","719,83",,,LOŽISKO
"1780/1729              Timken",,0,"1169,5","1415,1",,,LOŽISKO
"20210 2RS      SKF",,2,"347,9","420,96",,,LOŽISKO
"203.KRR.AH02          INA",,0,"347,9","420,96",,,LOŽISKO
"21305                       NSK",,2,"1174,8","1421,51",,,LOŽISKO
"21306 CC                  SKF",,0,"1887,8","2284,24",,,LOŽISKO
"21306 CDE                NSK",,2,1570,"1899,7",,,LOŽISKO
"21309                        SKF",,0,"1760,6","2130,33",,,LOŽISKO
"21309   EAE 4            NSK",,0,1752,"2119,92",,,LOŽISKO
"21310 E1TVPB                  FAG",,0,2750,"3327,5",,,LOŽISKO
"21310 E1TVPB C3            FAG",,0,2875,"3478,75",,,LOŽISKO
"21311   EAE 4            NSK(FAG)",,2,"2588,6","3132,21",,,LOŽISKO
"2200 E-2RS 1TN9                  SKF",,0,495,"598,95",,,LOŽISKO
"2200 2RS                   FAG",,0,495,"598,95",,,LOŽISKO
"2201 2RS                   NSK",,0,"414,1","501,06",,,LOŽISKO
"2204 E-2RS1TN9           SKF",,0,"760,7","920,45",,,LOŽISKO
"2205 E-2RS1TN9           SKF",,3,"716,9","867,45",,,LOŽISKO
"2207 EKTN9     SKF",,0,"861,4","1042,29",,,LOŽISKO
"2207 E-2RS 1 TN9     SKF",,0,"861,4","1042,29",,,LOŽISKO
"2207 2RSTNG    NSK",,2,"838,4","1014,46",,,LOŽISKO
"2207-2RS TNG           FAG",,0,"985,5","1192,46",,,LOŽISKO
"2208       NSK",,0,730,"883,3",,,LOŽISKO
"2208   EKTN9     SKF",,0,"1078,9","1305,47",,,LOŽISKO
"2208  2RS TV    FAG",,0,730,"883,3",,,LOŽISKO
"2208 E-2RS1TN9   SKF",,0,1217,"1472,57",,,LOŽISKO
"2208 2RS      NSK",,0,730,"883,3",,,LOŽISKO
"2210 E-2RS 1 KTN9     SKF",,0,1533,"1854,93",,,LOŽISKO
"2212  E-TN9/C3     SKF",,2,"1684,2","2037,88",,,LOŽISKO
"2217    SKF",,0,"1684,2","2037,88",,,LOŽISKO
"22205 E CC                  SKF",,0,"1045,4","1264,93",,,LOŽISKO
"22206  E                     SKF",,0,1444,"1747,24",,,LOŽISKO
"22207  E                     SKF",,0,1444,"1747,24",,,LOŽISKO
"22208  E                     SKF",,0,"1563,1","1891,35",,,LOŽISKO
"22209 E CC                  SKF",,1,"1734,6","2098,87",,,LOŽISKO
"22210 E                     SKF",,4,"1830,2","2214,54",,,LOŽISKO
"22211 E                     SKF",,2,"1807,2","2186,71",,,LOŽISKO
"22211 E CCK                  SKF",,0,"1680,5","2033,41",,,LOŽISKO
"22212  E 1K               FAG",,0,"2280,8","2759,77",,,LOŽISKO
"22212 E                     KOYO",,1,2074,"2509,54",,,LOŽISKO
"22212 E                     SKF",,4,"2282,1","2761,34",,,LOŽISKO
"22212 EK                  SKF",,0,"2219,3","2685,35",,,LOŽISKO
"22212 EK                RHP",,0,1578,"1909,38",,,LOŽISKO
"22212 E/C3               SKF",,0,"2160,8","2614,57",,,LOŽISKO
"22213  EK                  SKF",,0,2555,"3091,55",,,LOŽISKO
"22214 E                     SKF",,0,"2876,2","3480,2",,,LOŽISKO
"22217 K  E                SKF",,0,"3635,4","4398,83",,,LOŽISKO
"22218  E                    SKF",,0,"4260,1","5154,72",,,LOŽISKO
"22218  EK                    SKF",,0,"4226,7","5114,31",,,LOŽISKO
"22220  E                    SKF",,0,"5969,4","7222,97",,,LOŽISKO
"22308    E                     SKF",,4,"2328,8","2817,85",,,LOŽISKO
"22308E1                    FAG",,0,"1803,2","2181,87",,,LOŽISKO
"22309 CCW33                   SKF",,0,"2328,8","2817,85",,,LOŽISKO
"22309 E         SKF",,0,"2529,5","3060,7",,,LOŽISKO
"22310 E         SKF",,0,"2761,2","3341,05",,,LOŽISKO
"22311  E           SKF",,2,3087,"3735,27",,,LOŽISKO
"22312  E                    SKF",,0,3650,"4416,5",,,LOŽISKO
"22317  EK                 SKF",,0,"7387,6",8939,,,LOŽISKO
"2304 2RS                  NSK",,0,"776,7","939,81",,,LOŽISKO
"2307 E 2RS1TN9           SKF",,0,315,"381,15",,,LOŽISKO
"2307 ETN9            SKF",,0,315,"381,15",,,LOŽISKO
"2309 E 2RS1TN9           SKF",,0,"2912,3","3523,88",,,LOŽISKO
"2310                      SKF",,0,"2102,4","2543,9",,,LOŽISKO
"2310  K                    SKF",,0,"2102,4","2543,9",,,LOŽISKO
"2311                      SKF",,0,"2102,4","2543,9",,,LOŽISKO
"2311 K                      SKF",,0,"2102,4","2543,9",,,LOŽISKO
"2311 K  C3                    SKF",,0,"2102,4","2543,9",,,LOŽISKO
"23120 BDI W33        NTN",,0,6132,"7419,72",,,LOŽISKO
"23122 CCK/C3 W33   SKF",,0,9970,"12063,7",,,LOŽISKO
"23220 CC/C3W33",,0,"9101,6","11012,94",,,LOŽISKO
"25-40-7 BAUMSKX7    SKF",,0,228,"275,88",,,Gufero
25-42-7,,0,"106,6","128,99",,,Gufero
"28-40-6 BABSL      SKF",,0,228,"275,88",,,Gufero
"3001 2RS                  INA",,0,"670,1","810,82",,,LOŽISKO
"30203   J2              SKF",,0,"337,3","408,13",,,LOŽISKO
"30204               TIMKEN",,4,"337,3","408,13",,,LOŽISKO
"30204 J2/Q                SKF",,0,"337,3","408,13",,,LOŽISKO
"30205 J2/Q                SKF",,2,"337,3","408,13",,,LOŽISKO
"30206      TIMKEN",,6,273,"330,33",,,LOŽISKO
"30206 J2/Q                SKF",,10,"308,7","373,53",,,LOŽISKO
"30207                        FAG",,0,"461,7","558,66",,,LOŽISKO
"30207                       NSK",,0,"381,6","461,74",,,LOŽISKO
"30207 J2/Q                SKF",,8,"391,7","473,96",,,LOŽISKO
"30208  J2Q                 SKF",,4,"446,9","540,75",,,LOŽISKO
"30209  J2/Q               SKF",,6,"505,7","611,9",,,LOŽISKO
"30210                      TIM",,4,"522,1","631,74",,,LOŽISKO
"30210 J/Q                 SKF",,3,"635,9","769,44",,,LOŽISKO
"30211 J/Q                 SKF",,11,765,"925,65",,,LOŽISKO
"30212 J/Q                 SKF",,4,"846,1","1023,78",,,LOŽISKO
"30213  J2/Q                  SKF",,2,"1100,6","1331,73",,,LOŽISKO
"30214  J2/Q                     SKF",,0,1321,"1598,41",,,LOŽISKO
"30215 J2/Q               SKF",,0,"1722,8","2084,59",,,LOŽISKO
"30216 J2/Q                       SKF",,0,"1627,8","1969,64",,,LOŽISKO
"30217 J2/Q                       FAG",,0,1971,"2384,91",,,LOŽISKO
"30217 J2/Q                       SKF",,1,1971,"2384,91",,,LOŽISKO
